pageid,ns,title
23624052,0,Recycled Energy Development
23653246,0,Manure management
23702872,0,Fossil Fuel Beta
23741271,0,Not Evil Just Wrong
23747975,0,Environmental impact of the petroleum industry
23751836,0,Environment of Malaysia
23758329,0,Blueberry River First Nations
23784547,0,Garth Paltridge
23796981,0,Greenpeace USA
23812732,0,Green building council
23840623,0,Plug-in electric vehicle
23931786,0,Third Pole
24031860,0,Long-term effects of climate change
24071336,0,New Zealand Emissions Trading Scheme
24082675,0,Social and environmental impact of palm oil
24133903,0,Gassnova
24141238,0,Climit
24167906,0,Australian Youth Climate Coalition
24225439,0,Possible (charity)
24242341,0,Urban thermal plume
24245813,0,Climate Rush
24277346,0,Deforestation in Indonesia
24298031,0,Tianjin Climate Exchange
24330375,14,Category:Emissions trading
24400357,0,Cost of electricity by source
24402845,0,Glacial earthquake
24417208,0,Grand Isle State Park (Louisiana)
24458151,0,Planetary boundaries
24462895,0,Personal carbon credits
24462957,0,Hazard
24473311,14,Category:United Nations climate change conferences
24497801,0,Emissions Reduction Currency System
24537627,0,Just transition
24547311,0,Covenant of Mayors
24570508,0,Mark Dyurgerov
24570630,0,Energy Probe
24589706,0,Deep Green Resistance
24603722,0,Biosequestration
24620392,0,Global Climate Network
24639838,0,David Wratt
24642315,0,Mootral
24648652,0,Russia in the European energy sector
24652490,0,Forest degradation
24661218,0,Metal–air electrochemical cell
24673328,0,Marine mucilage
24677157,0,Climate change in literature
24684259,0,Climate change in Sweden
24684285,14,Category:Climate change in Sweden
24698013,14,Category:United Nations Framework Convention on Climate Change
24698027,14,Category:Intergovernmental Panel on Climate Change
24754377,0,ISO 14064
24756256,0,Climate change in New York City
24783508,0,Climate Consortium Denmark
24807719,0,Shale gas in the United States
24822491,0,Climate change acronyms
24844634,0,Cretaceous Thermal Maximum
24878773,0,Element Markets
24886434,0,Environmental Integrity Group
24886600,0,Umbrella Group
24886645,0,Climate change in Canada
24890828,0,International Carbon Action Partnership
24939976,0,Whole Earth Discipline
25022706,0,David Schindler
25031056,0,Climate change in Maldives
25046141,0,Kirill Kondratyev
25054744,0,Climate Vulnerable Forum
25094907,0,Turning the Corner Plan
25099966,0,Stratoshield
25103981,0,Campus carbon neutrality
25144285,0,Atmospheric reanalysis
25144630,0,TOMCAT/SLIMCAT
25160837,0,Climatic Research Unit email controversy
25184196,0,The Global Warming Policy Foundation
25223110,0,List of U.S. states and territories by carbon dioxide emissions
25235661,0,Abraham H. Oort
25249780,0,Landfill gas utilization
25254023,0,Bharat stage emission standards
25256651,0,Climate Research (journal)
25269752,0,Carbon lock-in
25279689,0,Climate change and fisheries
25295057,0,Eric J. Barron
25319003,0,Indigenous Peoples Climate Change Assessment Initiative
25329934,0,David Archer (scientist)
25340711,0,Barry Brook (scientist)
25342989,0,Andrew Weaver
25357827,14,Category:Climate change-related lists
25357990,14,Category:Climate change films
25361397,0,PopOffsets
25367575,0,Hotspot Ecosystem Research and Man's Impact On European Seas
25369297,0,Climate change in the United Kingdom
25378518,0,Climate change in Tuvalu
25387069,0,Enhanced weathering
25390580,0,Hotspot Ecosystems Research on the Margins of European Seas
25398021,0,Renewable energy in Morocco
25406027,0,Environmental effects of transport
25418827,0,Desert greening
25420740,0,Berrien Moore III
25428398,0,Public opinion on climate change
25430984,0,Climate debt
25447994,0,Climate change policy of the United States
25469046,0,"Climate, Community & Biodiversity Alliance"
25471586,0,Divergence problem
25474515,0,Copenhagen Climate Challenge
25524408,0,Climate of Sweden
25524586,0,Partnership for European Environmental Research
25526270,14,Category:Climate change policy in the United States
25550977,0,Soon and Baliunas controversy
25571621,0,Copenhagen Accord
25580107,0,Vaclav Smil
25587148,0,2010 United Nations Climate Change Conference
25589107,0,Warren M. Washington
25643285,0,Climate pattern
25663067,0,List of coal-fired power stations
25665491,0,Criticism of the Kyoto Protocol
25673248,0,Sembilang National Park
25750360,10,Template:User WikiProject Climate change
25767401,0,Joseph Fourier
25768524,0,Climate Central
25809079,0,Coal in South Africa
25814293,0,Climate governance
25845776,0,Subsidies in Iran
25847797,0,Climate change opinion by country
25901656,0,The Windup Girl
25937602,0,BASIC countries
25968111,0,European Climate Assessment and Dataset
26002927,0,Surgut-2 Power Station
26030322,0,Environmental Investment Organisation
26051975,0,Cattle
26065296,0,The Real Global Warming Disaster
26069073,0,Indian Network on Climate Change Assessment
26105774,0,Climatic Research Unit documents
26127533,0,Marginal abatement cost
26158226,0,Prospective Outlook on Long-term Energy Systems
26161602,0,European Commissioner for Climate Action
26162030,0,Public transport
26176076,0,Dmitry Lachinov
26198824,0,Climate change feedback
26204984,0,Bangladesh Climate Change Resilience Fund
26218507,0,Anders Levermann
26244027,14,Category:Climate change treaties
26267837,0,Economics of climate change mitigation
26273979,0,Christiana Figueres
26305476,0,Roger Revelle Medal
26306986,0,Howard Friel
26326955,0,Carl Mears
26339244,0,Climate change delusion
26352532,0,Joanna Haigh
26386660,0,Green retrofit
26406489,0,Physical impacts of climate change
26457881,0,Greenhouse gas monitoring
26468780,0,World Future Energy Summit
26505207,0,Watts Up With That?
26515053,0,"Climate change, industry and society"
26515241,0,Effects of climate change on ecosystems
26525401,0,CarbonFix Standard
26549298,0,Judith Curry
26552495,10,Template:Greenpeace
26571940,0,Nicola Scafetta
26586332,0,Climate reparations
26589068,0,EnergyMap.dk
26593337,0,CoolCalifornia.org
26615626,0,Katrina Brown
26621812,0,Sustainable redevelopment
26623596,0,Boulder Climate Action Plan
26623782,0,Toppila Power Station
26624915,0,Shatura Power Station
26664939,0,2010 China drought and dust storms
26706201,0,Kyoto Protocol and government action
26783593,0,Christopher Field
26785360,0,Biolink zones
26793225,0,Ecological values of mangroves
26808504,0,Methane chimney
26809438,0,Andrew Montford
26849154,0,Belgrave Trust
26856495,0,Laurence Tubiana
26877840,0,Asparagopsis taxiformis
26880441,0,World People's Conference on Climate Change
26890951,0,Lorraine Lisiecki
26893570,0,GLOBE
26893816,0,Pleistocene Park
26894208,0,Life-cycle greenhouse gas emissions of energy sources
26949698,0,Yasuní-ITT Initiative
26953920,0,Bill Flores
26957798,0,Views on the Kyoto Protocol
26977838,0,Community solar
26994304,14,Category:Climate change conferences
26998458,0,Manure
26998979,0,Embedded emissions
27021992,0,Climate change in Scotland
27082738,0,Climate of the Falkland Islands
27125370,0,Nationally Appropriate Mitigation Action
27135340,0,Seaweed farming
27167234,0,Permafrost carbon cycle
27168695,0,Straight Up (book)
27173352,0,Mitigation of aviation's environmental impact
27179299,0,Green bond
27217508,14,Category:Climate change feedbacks
27255244,0,Department of Climate Change
27271259,0,Space mirror (climate engineering)
27303774,0,"Environmental, social, and corporate governance"
27382376,0,Mike Hulme
27399524,0,Eaarth
27406193,0,Net metering in the United States
27408739,0,Grantham Research Institute on Climate Change and the Environment
27410440,0,Revelle factor
27428403,0,Prince Albert II of Monaco Foundation
27440854,0,Indur M. Goklany
27447253,0,Climate change scenario
27447324,0,Economic impacts of climate change
27455648,0,Isaac Held
27532494,0,Dork Sahagian
27551638,0,Institute of Atmospheric Physics AS CR
27554939,0,Greenhouse Development Rights
27567717,0,John Clauser
27593496,0,Avoided Deforestation Partners
27642888,0,Electric utility
27678891,0,Climate Change TV
27687935,0,Environmental issues with coral reefs
27712644,0,California Sustainability Alliance
27716125,0,Climate change alarmism
27882571,0,Deep energy retrofit
27912738,0,John Holdren
27970905,0,List of countries by greenhouse gas emissions
27991852,0,Merchants of Doubt
27994623,0,The Hartwell Paper
28002136,14,Category:Greenhouse gas inventories
28043615,0,Removal Units
28060196,0,Effects of climate change on wine production
28067433,14,Category:Greenhouse gas emissions in the United States
28108031,0,Green New Deal
28163441,14,Category:Climate change by continent
28163453,0,Environmental issues in the European Union
28163489,14,Category:Environment by region
28178216,0,Climate Change Response (Emissions Trading) Amendment Act 2008
28186231,0,Attorney General of Virginia's climate science investigation
28189452,0,Coal phase-out
28199547,0,Emissions Trading Scheme Review Committee
28202449,0,International Human Dimensions Programme
28305792,0,André Berger
28336543,0,High Level Advisory Group on Climate Financing
28347167,0,Chicago Climate Action Plan
28352297,14,Category:Climate history
28366919,0,Sea ice concentration
28370160,0,Media coverage of climate change
28378310,0,Arctic (journal)
28433569,0,Reducing emissions from deforestation and forest degradation
28452312,0,Sea ice emissivity modelling
28478598,0,Insects as food
28497663,0,Maureen Raymo
28551310,0,Sea ice growth processes
28599839,0,The Economical Environmentalist
28612038,0,Greenhouse gas emissions by the United Kingdom
28760070,0,Tropical cyclones and climate change
28889042,0,Tarawa Climate Change Conference
28891937,0,Bay Area Climate Collaborative
28976278,0,Muslim Seven Year Action Plan on Climate Change
29024768,0,No Pressure (film)
29080477,0,Carbon fee and dividend
29115442,0,Shadow Secretary of State for Climate Change and Net Zero
29165060,0,Harold Lewis
29180205,0,Ministry of Economic Affairs and Climate Policy
29218375,0,Eduardo Zorita
29226062,14,Category:Documentary films about global warming
29233158,0,Flexible-fuel vehicles in Brazil
29267941,0,John Abraham (engineer)
29337775,0,Henry Pollack (geophysicist)
29442599,0,Cap and dividend
29444672,0,Old Weather
29463388,0,Blake Farenthold
29481698,0,Friends of the Earth Europe
29556541,0,Requiem for a Species
29559823,0,Ambo Declaration
29577999,0,Cool It (film)
29592212,0,BSI PAS 2060
29636483,0,Energy in Zimbabwe
29642315,0,Michael Replogle
29763054,0,Centre for Climate Change Economics and Policy
29797960,0,Asilomar International Conference on Climate Intervention Technologies
29856366,0,Steve Rayner
29870854,0,Climate Vulnerability Monitor
29872326,0,Climate change and poverty
30022229,0,Sustainable Communities and Climate Protection Act of 2008
30034641,0,Committee on Sustainability Assessment
30042225,0,Atmospheric river
30052780,0,Climate Science Rapid Response Team
30061478,0,Waleed Abdalati
30079590,0,Klimaforum09
30131305,0,National Collegiate Inventors and Innovators Alliance
30166105,0,Program of Activities
30184825,0,European Climate Foundation
30242372,0,Paris Agreement
30244009,0,European Assembly for Climate Justice
30272121,0,American Electric Power Co. v. Connecticut
30324650,0,The Adaptation Fund
30332064,0,East Asia Climate Partnership
30403281,0,Mark Kennedy (police officer)
30409348,0,Ship Breaker
30426861,0,Weyburn-Midale Carbon Dioxide Project
30440813,0,Airport Carbon Accreditation
30442511,0,Climate change in Jordan
30449643,0,Ocean colonization
30471028,0,Microwave Sounding Unit temperature measurements
30471051,0,UAH satellite temperature dataset
30503698,0,International Day of Forests
30602690,0,Renewable energy in Russia
30604019,14,Category:Blytt–Sernander system
30666034,0,Political activities of the Koch brothers
30680516,0,Tropical Warm Pool
30701585,0,Carbon Clear
30706689,0,Oceanic Platform of the Canary Islands
30723464,14,Category:Climate change by medium
30723506,0,The Contingency Plan
30723508,14,Category:Climate change plays
30728800,0,Coal in Russia
30736979,0,Environmental revolution
30761758,0,World Mayors Council on Climate Change
30782694,0,Peat in Finland
30783812,0,Climate change in Sri Lanka
30784508,0,Climate One
30820783,0,2011 United Nations Climate Change Conference
30831560,0,United States wind energy policy
30832113,0,United States hydrogen policy
30882963,0,Climate of Asia
30896727,0,ClientEarth
30916131,0,Landfill gas emission reduction in Brazil
30968153,0,"Bryony Worthington, Baroness Worthington"
30992336,0,National Adaptation Programme of Action
31006486,0,Renewable Identification Number
31023178,0,4 Degrees and Beyond International Climate Conference
31026536,0,Effects of climate change on terrestrial animals
31029323,0,Greenhouse gas emissions from wetlands
31056977,0,The Blue Economy
31074716,0,Climate Group
31102860,0,Regulation of greenhouse gases under the Clean Air Act
31118135,14,"Category:Protected areas of St. Clair County, Illinois"
31196397,0,Tuoketuo Power Station
31248281,0,Plant A Tree Today Foundation
31253390,0,Individual action on climate change
31283572,0,Rising Tide UK
31299401,0,Berkeley Earth
31342287,0,Alliance for Climate Education
31451841,0,Natural gas in China
31539248,0,Sameh Shoukry
31546082,0,Coastal flooding
31564832,0,Keith Briffa
31621858,14,Category:Climate change in Russia
31629968,0,The Model home 2020 project
31668265,0,Regional climate change initiatives in the United States
31669967,0,Climate change policy of the George W. Bush administration
31676048,0,Robert L. Kelly
31676698,0,Energy in Indonesia
31689361,0,Energy Tax Prevention Act
31826571,0,Cities for Climate Protection program
31833733,0,Puget Sound Clean Air Agency
31835841,0,Political economy of climate change
31837770,0,Urban resilience
31879174,0,The Island President
31893579,0,Climate change in Belgium
31961126,0,Ocean temperature
31963747,0,Energy Sector Management Assistance Program
31997731,0,Finland National Renewable Energy Action Plan
32115493,0,Pedro Moura Costa
32154505,0,Drylands
32156511,0,Water resource policy
32176860,0,Horstman Glacier
32181655,0,Sustainable land management
32240436,0,Climate Change Capital
32264926,0,Sustainable distribution
32265880,0,Sustainable consumer behaviour
32269126,0,B4E Business for the Environment
32271082,0,Renewable energy in Pakistan
32315175,0,Kiribati Adaptation Program
32321480,0,Sweden National Renewable Energy Action Plan
32326483,0,Directorate-General for Climate Action
32364156,0,2011 East Africa drought
32372943,0,Will Steffen
32395329,0,Skeptical Science
32398304,0,Roman Warm Period
32421390,0,Rainer Froese
32428134,0,Young Voices on Climate Change
32428639,0,Deglaciation
32473107,0,Rooftop solar power
32478026,0,Climate oscillation
32483660,0,Grid-connected photovoltaic power system
32539443,0,Verified Carbon Standard
32544339,0,Fracking
32558056,0,Beacon Center of Tennessee
32564255,0,Sustainability and systemic change resistance
32565778,0,Tim DeChristopher
32626573,14,Category:Protected areas of the Western Carpathians
32653608,0,Michael MacCracken
32672562,0,Reasons for concern
32727925,0,Copenhagen Diagnosis
32736779,0,Peak car
32761368,0,Terreform ONE
32765549,0,Emissions Trading Registry
32842423,0,Dale Willman
32845594,0,Resource recovery
32873991,0,The Chilling Stars
32953202,0,Drought refuge
32960970,0,Nicholas Institute for Environmental Policy Solutions
32993793,0,Gordon J. F. MacDonald
33024240,0,The Holocene
33046130,0,Ethanol fuel by country
33054285,0,Donors Trust
33087709,0,Stratospheric Particle Injection for Climate Engineering
33093589,0,Carbfix
33103337,14,Category:Climate change in Finland
33104401,0,Climate change in Finland
33275078,0,Clean Energy Act 2011
33309125,0,The Climate Reality Project
33310498,0,Aquaculture of giant kelp
33357526,0,Environmental Transformation Fund
33371191,0,Climate Capitalism
33399769,0,Energy in Turkey
33466720,0,Cycling infrastructure
33545345,0,World Green Building Council
33552071,0,Reinventing Fire
33684397,0,Thames Valley Climate Action
33775893,0,Rainfed agriculture
33777477,0,Territorial Approach to Climate Change
33804934,0,North African climate cycles
33814239,0,Sustainable urbanism
33831984,0,German Climate Consortium
33834771,0,Climate change in Europe
33853457,0,Earth system governance
33856568,0,Piers Forster
33876162,0,Kick the Fossil Fuel Habit
33891577,0,Environmental issues in Bhutan
33904961,0,Climate change in Montana
33916504,0,Automotive air conditioning
33920837,0,Energy in Bhutan
33927556,0,Representative Concentration Pathway
33950407,0,Brianna Fruean
33976803,0,Green affordable housing
34060450,0,Surveys of scientists' views on climate change
34062943,0,Green Climate Fund
34078852,0,Carbon governance in England
34079692,0,Zero carbon housing
34080404,0,Sustainable Energy for All
34151275,0,Climate change in Bangladesh
34163072,14,Category:Climate change in Bangladesh
34329749,14,Category:Climate change blogs
34330973,14,Category:Politics of climate change
34332259,14,Category:Climate change and society
34332610,14,Category:Climate change controversies
34332942,14,Category:Climate change mitigation
34333184,14,Category:Climate change and the environment
34334302,14,Category:Climate change organizations by country
34334514,14,Category:Climate change in Europe
34334961,14,Category:Climate change and agriculture
34335892,0,Climate change in Africa
34339728,0,Tim Palmer (physicist)
34339756,0,Julia Slingo
34355072,0,Environmental impact of concrete
34369856,0,Criegee biradical
34397771,0,Milan Area C
34425993,0,Electrofuel
34462951,0,Greedy Lying Bastards
34504569,0,Solar fuel
34505544,0,Climate Science Legal Defense Fund
34510174,0,Chasing Ice
34535570,0,Plagioclimax community
34578727,0,Variable renewable energy
34629497,0,Solar energy use in rural Africa
34653482,0,Renewable energy in the Netherlands
34688101,0,Wildfire emergency management
34703762,0,Total Carbon Column Observing Network
34709200,0,The Green Deal
34740535,0,Homogenization (climate)
34764449,0,American College & University Presidents' Climate Commitment
34779206,0,Photovoltaic power station
34782365,0,Eco-economic decoupling
34793304,0,Abyss Box
34976154,0,Matthew L. Scullin
34988151,0,Micha Tomkiewicz
35039706,0,Fracking by country
35181339,0,Richard A. Betts
35207251,0,Deforestation in the Democratic Republic of the Congo
35262029,0,Sustainable aviation fuel
35368044,0,Climate change in Saskatchewan
35475658,0,Climate change litigation and the California Environmental Quality Act
35490194,0,Solar power in South Africa
35494376,0,Environmental impact of fracking
35528480,0,Climate finance
35614279,0,Diana Liverman
35614913,0,Human rights and climate change
35668691,0,Gender and food security
35676744,0,Peter C. Goldmark Jr.
35694196,0,National Initiative on Climate Resilient Agriculture
35700982,0,R20 Regions of Climate Action
35740340,0,2012 United Nations Climate Change Conference
35778760,0,Ice2sea
35895879,0,Effects of climate change on oceans
35926815,14,Category:Protected areas of Asturias
35997283,0,Atmospheric carbon cycle
36072163,0,Beyond Coal
36075148,14,"Category:Protected areas of Santa Cruz Province, Argentina"
36117426,0,Terrestrial biological carbon cycle
36133183,0,Carbon pricing in Australia
36135842,0,NOTT-202
36156659,0,Forest restoration
36158282,0,Renewable energy in Lithuania
36171312,0,Urban reforestation
36227078,0,Oceanic carbon cycle
36252755,0,Stranded asset
36259560,0,International Institute for Sustainable Development
36309813,0,Mangrove restoration
36465235,0,CLARREO
36495683,10,Template:WWFN
36530668,0,World Ocean Review
36545806,0,Urbanization and Global Environmental Change Project
36628753,0,Randy Weber
36649465,0,John Berger (author)
36742181,0,Cynthia Rosenzweig
36899265,0,Climate and Development Knowledge Network
36913101,0,Carbon-neutral fuel
36977153,0,Robert E. Dickinson
36990360,0,Rodne Galicha
36995466,0,Blue carbon
37063005,0,Effects of climate change on human health
37068693,0,Climate Change Authority
37081517,0,Energiewende
37184979,0,Save the Climate
37272324,0,Wave power in the United States
37292576,0,Climate change in Luxembourg
37292735,14,Category:Climate change in Luxembourg
37292837,0,Climate change in Norway
37487489,0,Väo Power Plant
37514747,0,Climate Change Performance Index
37551931,0,Climate Disclosure Standards Board
37569293,0,Climate change and potatoes
37600161,0,Tar Sands Blockade
37719142,0,Global surface temperature
37783642,0,Road ecology
37789599,0,Climate and Clean Air Coalition to Reduce Short-Lived Climate Pollutants
37789728,0,Climate change in South Korea
37840109,0,Loss and damage
37845995,0,Climate Commission
37904380,0,Copper in renewable energy
38051839,0,Postglacial vegetation
38052446,0,Global climate regime
38052821,0,Ad Hoc Working Group on Long-term Cooperative Action
38052921,0,Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol
38094991,0,Maldivian Youth Climate Network
38157005,0,VNREDSat-1
38214476,14,Category:Climate change ministries
38233680,0,Mire
38254676,0,Ted Nordhaus
38316029,0,Oeschger Centre for Climate Change Research
38363968,0,South Pole (company)
38436264,0,Peter Sinclair (environmental activist)
38454300,0,Assisted migration
38483867,0,1998 United Nations Climate Change Conference
38483941,0,2001 United Nations Climate Change Conference
38484026,0,2002 United Nations Climate Change Conference
38484089,0,2003 United Nations Climate Change Conference
38484136,0,2004 United Nations Climate Change Conference
38484215,0,2005 United Nations Climate Change Conference
38484438,0,2006 United Nations Climate Change Conference
38538513,0,Alan Robock
38585538,0,2013 United Nations Climate Change Conference
38596689,0,Climate change in Nepal
38602468,0,China-EU Institute for Clean and Renewable Energy
38603841,0,Clean-burning stove
38606210,0,Gina McCarthy
38613793,10,Template:United Nations climate change conferences
38647790,0,Sustainable Development Goals
38719849,0,Deforestation in British Columbia
38755144,0,United Nations Climate Change conference
38828285,0,Climate Change (Scotland) Act 2009
38841583,0,Program on Energy Efficiency in Artisanal Brick Kilns in Latin America to Mitigate Climate Change
38951133,0,Snake River Alliance
38978504,0,Climate change and gender
38982171,0,Stand.earth
38985948,0,Carbon War Room
39012708,0,"List of large-scale temperature reconstructions of the last 2,000 years"
39071843,0,Power-to-gas
39075998,0,Ralph Keeling
39085972,0,John E. Kutzbach
39096989,0,North Report
39122452,0,Citizens' Climate Lobby
39133750,0,Inside Climate News
39204523,0,Energetically modified cement
39208945,0,Energy transition
39288041,0,House Energy Rating
39359465,0,Penny Whetton
39376875,0,Climate fiction
39383318,0,Carbon bubble
39383383,0,Proton exchange membrane electrolysis
39415713,0,Sulphur Emissions Reduction Protocol
39419247,0,Atmospheric Circulation Reconstructions over the Earth
39423886,0,Clean Energy Finance Corporation
39425504,0,Transition engineering
39461669,0,North-Urengoyskoye gas field
39470562,0,Carbon Lighthouse
39472511,0,International Coral Reef Initiative
39480775,0,Ashley Dawson
39533411,0,European green infrastructure
39538627,0,Woodland Carbon Code
39591143,0,Ringed seals and climate change
39592391,0,Alkaline water electrolysis
39659096,0,The B Team
39780828,0,Presidential Climate Action Plan
39791983,0,Generation Zero (organisation)
39826595,0,Great March for Climate Action
39834849,0,Thacker Pass Lithium Mine
39854703,0,Dark Snow Project
39870204,0,Jason Box
39915249,0,Vasyugan peatland
39915301,14,Category:Peatlands
39938491,0,Flight Behavior
39994472,0,Michelle Patron
40032118,0,Cloud Peak Energy
40048667,0,Jharia coalfield
40059247,0,Energy democracy
40119077,0,Pan-African Media Alliance on Climate Change
40150805,0,Renewable energy in Kenya
40159918,0,Ecosystem health
40162018,0,Climate Forecast System (NCEP)
40200945,0,Drought in Chile
40207546,0,Shale gas in the United Kingdom
40237756,0,David Evans (mathematician and engineer)
40336877,0,Yale Program on Climate Change Communication
40354380,0,Concentrated solar still
40389943,0,Climate Positive Development Program
40406656,0,Green textile
40422314,0,Olga Zolina
40423804,0,Aalborg Charter
40437288,0,Ernest Afiesimama
40455753,0,Greenhouse gas emissions accounting
40468167,0,Majuro Declaration
40471824,0,Josh Willis
40478304,0,Katharine Hayhoe
40496840,0,Jennifer Francis
40568948,10,Template:Climate change in Canada
40569690,0,British Columbia carbon tax
40597401,0,Ouarzazate Solar Power Station
40598574,0,Palm oil production in Indonesia
40615504,0,Climate Council
40657672,0,Stockholm Memorandum
40659364,0,Arctic sea ice decline
40680098,0,Energy policy of Turkey
40706325,0,Parker Liautaud
40710230,0,R. E. Munn
40771487,0,California Climate Executive Orders
40781579,0,Conference of the parties
40839855,0,Anny Cazenave
40905222,0,Helen Klanderud
40926657,0,Mike Lockwood (physicist)
40943987,0,Breakthrough Institute
40946523,0,Thomas Stocker
40980474,0,Years of Living Dangerously
41013844,0,Conservation Roundtable
41030943,0,Tree credits
41047612,0,"Free, prior and informed consent"
41093891,0,Climate change in Alaska
41110956,0,2015 Commonwealth Heads of Government Meeting
41286179,0,Climate Week NYC
41339548,0,Kate Gordon (energy analyst)
41420592,0,Filippo Giorgi
41425885,0,Climate change in Grenada
41438959,0,How Global Warming Works
41445803,0,Renewable energy in Armenia
41447786,0,Renewable energy in Bhutan
41551462,0,Corinne Le Quéré
41572482,0,Global Green Growth Institute
41597458,0,Free Ocean CO2 Enrichment
41682457,0,Eystein Jansen
41684043,0,Bjerknes Centre for Climate Research
41685452,0,Donors Capital Fund
41699992,0,CO2 is Green
41737459,0,Nature Climate Change
41776538,0,Catastrophe: Risk and Response
41789698,0,2014 United Nations Climate Change Conference
41793940,0,2015 United Nations Climate Change Conference
41819073,0,William L. Chameides
41850992,0,European Bureau for Conservation and Development
41872788,0,J. Marshall Shepherd
41917517,0,Pattern Recognition in Physics
41982406,0,Bonn Challenge
41991602,14,Category:Intergovernmental Panel on Climate Change lead authors
41994159,0,Global warming hiatus
41994482,0,DICE model
42049020,0,Murry Salby
42063312,0,Utility-scale solar
42116922,0,Steven Donziger
42129873,0,Climate-friendly gardening
42176864,0,Connect4Climate
42188316,0,Climate change in Pakistan
42254323,0,Evidence of global warming
42262656,0,Joseph B. Klemp
42268134,0,Calcium looping
42282764,0,Arctic ice pack
42477554,0,Solid sorbents for carbon capture
42485858,0,Notre Dame Global Adaptation Index
42490664,0,Storm Data
42507097,0,Green Schools Alliance
42518684,0,Konrad Steffen
42597909,0,Thomas Laken
42604687,0,Ricardo Villalba
42606793,14,Category:Climate modeling
42614783,0,Henrik Stiesdal
42673705,0,Climate resilience
42722060,0,Great Lakes Integrated Sciences and Assessments
42765721,0,International Year of Soil
42778673,0,Climatological normal
42787977,0,James Elsner
42788880,0,John T. Allen
42827258,0,Natural gas in Russia
42839380,0,International Polar Bear Day
42845661,0,List of climate change books
42964044,0,OceanoScientific
42998504,0,Drought in Spain
43091475,0,Flood risk management
43094065,0,David Beerling
43130739,0,Regional Atmospheric Modeling System
43195272,0,Mark Serreze
43228764,0,Water scarcity in Iran
43287975,14,Category:Climate change denial
43295823,0,Ecophobia
43319175,0,Julia Bailey-Serres
43349616,0,Marine Isotope Stage 5
43350168,0,Rolling coal
43385855,0,Nongovernmental International Panel on Climate Change
43404423,0,Quebec carbon tax
43452224,0,Carmichael coal mine
43492114,14,Category:Flood films
43496313,0,Millennium Ecosystem Assessment
43555405,0,Helen McGregor (geologist)
43556351,0,Julie Arblaster
43556705,0,Veena Sahajwalla
43557083,0,Nerilie Abram
43609678,0,Thermal Credits
43619094,0,Groundswell (organization)
43621503,0,Energy subsidies in the United States
43656538,0,Ozone depletion and climate change
43658258,0,Climate of ancient Rome
43674427,0,Regenerative agriculture
43834272,0,Scott Denning
43845714,0,Perovskite solar cell
43852968,0,Edward Maibach
43868206,0,Volker Quaschning
43903393,0,Governance of protected areas
43933585,0,Passive survivability
43984871,0,Timothy Osborn
43985464,0,Peter Thorne (climatologist)
44035599,0,Deforestation and climate change
44059771,0,This Changes Everything (book)
44067413,0,Cowspiracy
44074755,0,Anastasios Tsonis
44109392,0,Premier's Climate Change Council
44262278,0,Seoul Sustainable Energy Action Plan
44330179,0,Criticism of ExxonMobil
44334234,0,Fossil fuel subsidies
44343957,0,Dennis L. Hartmann
44466037,0,Eric Holthaus
44526568,0,Sustainable Development Solutions Network
44589608,0,Inger Andersen (environmentalist)
44662223,0,1808 mystery eruption
44819769,0,Newby Island landfill
44847815,0,Newlight Technologies
44877263,0,Generative Economy
44889652,0,Future Earth
44895973,0,Climate movement
44922829,14,Category:Women farmers
44947573,0,Green Monday (organization)
45079636,0,Protect Our Winters
45138227,0,Ecosia
45152640,0,Future generations
45218921,0,Memory of Water
45254509,0,Robert Brulle
45295325,0,The Alliance for Solar Choice
45336978,0,Australian School of Petroleum
45367107,0,Michael Raupach
45396416,0,2014–2017 Brazilian drought
45451808,0,Electricity sector in Egypt
45555991,0,The Hand of Franklin
45620279,0,Wolfgang Seiler
45644114,0,CliSAP
45657512,0,Merchants of Doubt (film)
45670818,0,Marginal land
45683668,0,Rachel Kyte
45687976,0,I'm not a scientist
45690527,0,Dale Jamieson
45707853,0,Hard Choices (Coward book)
46179962,0,David Marshall (academic)
46187865,0,Emma Marris
46196984,0,Nationally determined contribution
46255716,0,Fossil fuel divestment
46267390,0,Fritz Möller
46271825,0,Nuru Energy
46308548,0,C. Vernon Cole
46310297,0,Model for Prediction Across Scales
46348222,0,Community Earth System Model
46418619,0,Women in climate change
46428087,0,Copernicus Climate Change Service
46451219,0,James Skea
46463278,0,Himalayan Alpine Dynamics Research Initiative
46570920,0,Climate Hawks Vote
46622620,0,Shannon Phillips
46646396,0,Effects of climate change on humans
46676535,0,Climate inertia
46688121,0,Minister of State at the Department of Energy and Climate Change
46705874,0,New York City Panel on Climate Change
46786352,0,2015 Indian heat wave
46794034,0,Ellie Highwood
46809441,0,Droughts in California
46831507,0,Climate change adaptation in Greenland
46831763,0,Climate change in Mexico
46840722,0,Air pollution measurement
46876683,0,Global Apollo Programme
46905624,0,Climate change in Antarctica
47045342,0,2015 Pakistan heat wave
47047758,0,Natural Forest Standard
47067336,0,Laudato si'
47112998,0,Renewable energy in the Republic of Ireland
47134611,0,George Marshall (environmentalist)
47296970,0,Climate Museum
47313760,0,1997–98 El Niño event
47313816,0,2010–2012 La Niña event
47375881,0,Hot dry rock geothermal energy
47400102,0,Droughts in Korea
47423035,0,Clean Power Plan
